JONSWAP Spectrum and Wave Train
===============================

Inputs:
Hs=4.50m
Tz=8.00s
Freq=[0.01, 3.50, step 0.00] rd/s
Time=[0.00, 2000.00, step 0.10] s

Spectral Parameters:
gamma=3.93
Tp=10.14 s
wp=0.62 rd/s
alpha=0.01

Spectral Moments:
m0=1.265 m^2
m1=0.924 m^2.rd/s
m2=0.758 m^2.(rd/s)^2
m3=0.745 m^2.(rd/s)^3
m4=0.945 m^2.(rd/s)^4

Wave Elevation Statictics:
Max: 3.88m
Min: -4.20m
Mean: -0.00m
StDev: 1.18m

Double Check Spectrum:
Hs=4*sqrt(m0)=4.50 m (-0%)
Tz=2*Pi*sqrt(m0/m2)=8.12 s (+1%)

Double Check Wave Train:
Hs=4*stdev(elevation)=4.72 m (+5%)
Tz=duration/upCrossings=8.30 s (+4%)

Spectrum and wave components:
omega	S(w)	Ampl	phi
rd/s	m2s/rd	 m  	rd
45.00	1.01
45.10	1.01
45.20	1.00
45.30	0.99
45.40	0.98
45.50	0.97
45.60	0.95
45.70	0.93
45.80	0.90
45.90	0.88
46.00	0.85
46.10	0.81
46.20	0.76
46.30	0.71
46.40	0.66
46.50	0.59
46.60	0.52
46.70	0.44
46.80	0.35
46.90	0.26
47.00	0.17
47.10	0.08
47.20	-0.02
47.30	-0.11
47.40	-0.19
47.50	-0.27
47.60	-0.35
47.70	-0.42
47.80	-0.48
47.90	-0.54
48.00	-0.60
48.10	-0.66
48.20	-0.72
48.30	-0.77
48.40	-0.84
48.50	-0.90
48.60	-0.97
48.70	-1.04
48.80	-1.12
48.90	-1.19
49.00	-1.27
49.10	-1.34
49.20	-1.41
49.30	-1.47
49.40	-1.53
49.50	-1.57
49.60	-1.61
49.70	-1.63
49.80	-1.64
49.90	-1.64
50.00	-1.63
50.10	-1.60
50.20	-1.56
50.30	-1.52
50.40	-1.46
50.50	-1.39
50.60	-1.31
50.70	-1.22
50.80	-1.13
50.90	-1.03
51.00	-0.92
51.10	-0.81
51.20	-0.70
51.30	-0.59
51.40	-0.47
51.50	-0.35
51.60	-0.24
51.70	-0.12
51.80	-0.01
51.90	0.10
52.00	0.22
52.10	0.33
52.20	0.45
52.30	0.56
52.40	0.69
52.50	0.81
52.60	0.94
52.70	1.06
52.80	1.19
52.90	1.32
53.00	1.45
53.10	1.56
53.20	1.67
53.30	1.77
53.40	1.85
53.50	1.91
53.60	1.95
53.70	1.96
53.80	1.96
53.90	1.93
54.00	1.88
54.10	1.82
54.20	1.74
54.30	1.65
54.40	1.55
54.50	1.44
54.60	1.34
54.70	1.24
54.80	1.14
54.90	1.04
55.00	0.95
55.10	0.87
55.20	0.78
55.30	0.70
55.40	0.62
55.50	0.53
55.60	0.44
55.70	0.34
55.80	0.23
55.90	0.11
56.00	-0.01
56.10	-0.14
56.20	-0.27
56.30	-0.41
56.40	-0.54
56.50	-0.68
56.60	-0.81
56.70	-0.93
56.80	-1.05
56.90	-1.16
57.00	-1.26
57.10	-1.34
57.20	-1.42
57.30	-1.49
57.40	-1.54
57.50	-1.59
57.60	-1.62
57.70	-1.64
57.80	-1.65
57.90	-1.64
58.00	-1.62
58.10	-1.59
58.20	-1.54
58.30	-1.47
58.40	-1.39
58.50	-1.30
58.60	-1.20
58.70	-1.09
58.80	-0.97
58.90	-0.85
59.00	-0.73
59.10	-0.61
59.20	-0.50
59.30	-0.40
59.40	-0.30
59.50	-0.21
59.60	-0.13
59.70	-0.06
59.80	0.01
59.90	0.08
60.00	0.14
60.10	0.20
60.20	0.27
60.30	0.34
60.40	0.41
60.50	0.48
60.60	0.55
60.70	0.62
60.80	0.68
60.90	0.74
61.00	0.79
61.10	0.83
61.20	0.86
61.30	0.87
61.40	0.87
61.50	0.86
61.60	0.84
61.70	0.81
61.80	0.77
61.90	0.73
62.00	0.69
62.10	0.66
62.20	0.62
62.30	0.59
62.40	0.57
62.50	0.55
62.60	0.54
62.70	0.53
62.80	0.53
62.90	0.52
63.00	0.52
63.10	0.52
63.20	0.52
63.30	0.52
63.40	0.52
63.50	0.52
63.60	0.52
63.70	0.53
63.80	0.53
63.90	0.53
64.00	0.53
64.10	0.54
64.20	0.54
64.30	0.54
64.40	0.53
64.50	0.51
64.60	0.49
64.70	0.45
64.80	0.40
64.90	0.34
65.00	0.27
65.10	0.18
65.20	0.09
65.30	-0.00
65.40	-0.10
65.50	-0.20
65.60	-0.29
65.70	-0.38
65.80	-0.45
65.90	-0.51
66.00	-0.56
66.10	-0.60
66.20	-0.63
66.30	-0.64
66.40	-0.65
66.50	-0.65
66.60	-0.65
66.70	-0.64
66.80	-0.64
66.90	-0.64
67.00	-0.65
67.10	-0.66
67.20	-0.67
67.30	-0.69
67.40	-0.71
67.50	-0.73
67.60	-0.75
67.70	-0.77
67.80	-0.78
67.90	-0.80
68.00	-0.81
68.10	-0.81
68.20	-0.81
68.30	-0.81
68.40	-0.81
68.50	-0.80
68.60	-0.79
68.70	-0.78
68.80	-0.77
68.90	-0.75
69.00	-0.73
69.10	-0.71
69.20	-0.67
69.30	-0.63
69.40	-0.58
69.50	-0.53
69.60	-0.47
69.70	-0.40
69.80	-0.32
69.90	-0.25
70.00	-0.17
70.10	-0.10
70.20	-0.03
70.30	0.03
70.40	0.08
70.50	0.12
70.60	0.16
70.70	0.18
70.80	0.19
70.90	0.20
71.00	0.21
71.10	0.21
71.20	0.22
71.30	0.23
71.40	0.24
71.50	0.27
71.60	0.31
71.70	0.35
71.80	0.41
71.90	0.47
72.00	0.54
72.10	0.61
72.20	0.68
72.30	0.75
72.40	0.81
72.50	0.88
72.60	0.93
72.70	0.97
72.80	1.01
72.90	1.04
73.00	1.06
73.10	1.08
73.20	1.09
73.30	1.10
73.40	1.11
73.50	1.12
73.60	1.14
73.70	1.16
73.80	1.18
73.90	1.21
74.00	1.24
74.10	1.27
74.20	1.30
74.30	1.32
74.40	1.34
74.50	1.35
74.60	1.35
74.70	1.33
74.80	1.30
74.90	1.25
75.00	1.18
75.10	1.09
75.20	0.98
75.30	0.85
75.40	0.70
75.50	0.53
75.60	0.35
75.70	0.16
75.80	-0.04
75.90	-0.25
76.00	-0.45
76.10	-0.66
76.20	-0.86
76.30	-1.05
76.40	-1.22
76.50	-1.39
76.60	-1.53
76.70	-1.66
76.80	-1.77
76.90	-1.85
77.00	-1.91
77.10	-1.95
77.20	-1.97
77.30	-1.97
77.40	-1.95
77.50	-1.91
77.60	-1.86
77.70	-1.79
77.80	-1.71
77.90	-1.62
78.00	-1.52
78.10	-1.42
78.20	-1.32
78.30	-1.22
78.40	-1.13
78.50	-1.05
78.60	-0.97
78.70	-0.91
78.80	-0.86
78.90	-0.82
79.00	-0.80
79.10	-0.78
79.20	-0.77
79.30	-0.76
79.40	-0.75
79.50	-0.74
79.60	-0.72
79.70	-0.69
79.80	-0.64
79.90	-0.57
80.00	-0.49
80.10	-0.39
80.20	-0.27
80.30	-0.13
80.40	0.02
80.50	0.18
80.60	0.35
80.70	0.52
80.80	0.68
80.90	0.84
81.00	1.00
81.10	1.13
81.20	1.26
81.30	1.38
81.40	1.48
81.50	1.57
81.60	1.64
81.70	1.71
81.80	1.77
81.90	1.83
82.00	1.88
82.10	1.92
82.20	1.95
82.30	1.98
82.40	1.99
82.50	2.00
82.60	1.98
82.70	1.95
82.80	1.90
82.90	1.83
83.00	1.74
83.10	1.63
83.20	1.50
83.30	1.35
83.40	1.19
83.50	1.01
83.60	0.83
83.70	0.64
83.80	0.45
83.90	0.27
84.00	0.09
84.10	-0.09
84.20	-0.25
84.30	-0.41
84.40	-0.55
84.50	-0.69
84.60	-0.82
84.70	-0.94
84.80	-1.05
84.90	-1.15
85.00	-1.25
85.10	-1.33
85.20	-1.41
85.30	-1.47
85.40	-1.52
85.50	-1.55
85.60	-1.57
85.70	-1.57
85.80	-1.56
85.90	-1.53
86.00	-1.48
86.10	-1.43
86.20	-1.36
86.30	-1.29
86.40	-1.21
86.50	-1.12
86.60	-1.04
86.70	-0.96
86.80	-0.89
86.90	-0.82
87.00	-0.75
87.10	-0.69
87.20	-0.63
87.30	-0.57
87.40	-0.52
87.50	-0.46
87.60	-0.41
87.70	-0.35
87.80	-0.29
87.90	-0.23
88.00	-0.16
88.10	-0.09
88.20	-0.03
88.30	0.04
88.40	0.11
88.50	0.17
88.60	0.24
88.70	0.29
88.80	0.35
88.90	0.40
89.00	0.44
89.10	0.48
89.20	0.52
89.30	0.55
89.40	0.58
89.50	0.61
89.60	0.63
89.70	0.65
89.80	0.67
89.90	0.68
90.00	0.69
90.10	0.70
90.20	0.70
90.30	0.71
90.40	0.71
90.50	0.72
90.60	0.72
90.70	0.73
90.80	0.74
90.90	0.76
91.00	0.78
91.10	0.80
91.20	0.82
91.30	0.84
91.40	0.86
91.50	0.88
91.60	0.90
91.70	0.91
91.80	0.91
91.90	0.89
92.00	0.87
92.10	0.83
92.20	0.79
92.30	0.73
92.40	0.65
92.50	0.58
92.60	0.49
92.70	0.40
92.80	0.31
92.90	0.22
93.00	0.13
93.10	0.04
93.20	-0.04
93.30	-0.11
93.40	-0.18
93.50	-0.25
93.60	-0.31
93.70	-0.37
93.80	-0.42
93.90	-0.47
94.00	-0.51
94.10	-0.56
94.20	-0.60
94.30	-0.64
94.40	-0.67
94.50	-0.69
94.60	-0.72
94.70	-0.73
94.80	-0.74
94.90	-0.75
95.00	-0.75
95.10	-0.74
95.20	-0.74
95.30	-0.73
95.40	-0.72
95.50	-0.71
95.60	-0.70
95.70	-0.70
95.80	-0.70
95.90	-0.70
96.00	-0.71
96.10	-0.71
96.20	-0.72
96.30	-0.72
96.40	-0.72
96.50	-0.72
96.60	-0.71
96.70	-0.69
96.80	-0.67
96.90	-0.64
97.00	-0.60
97.10	-0.56
97.20	-0.52
97.30	-0.48
97.40	-0.44
97.50	-0.40
97.60	-0.36
97.70	-0.33
97.80	-0.30
97.90	-0.28
98.00	-0.26
98.10	-0.25
98.20	-0.24
98.30	-0.24
98.40	-0.24
98.50	-0.23
98.60	-0.23
98.70	-0.23
98.80	-0.22
98.90	-0.20
99.00	-0.18
99.10	-0.16
99.20	-0.12
99.30	-0.08
99.40	-0.03
99.50	0.03
99.60	0.09
99.70	0.17
99.80	0.25
99.90	0.34
100.00	0.44
100.10	0.54
100.20	0.64
100.30	0.74
100.40	0.84
100.50	0.93
100.60	1.02
100.70	1.09
100.80	1.15
100.90	1.20
101.00	1.23
101.10	1.25
101.20	1.25
101.30	1.25
101.40	1.23
101.50	1.21
101.60	1.19
101.70	1.17
101.80	1.15
101.90	1.14
102.00	1.13
102.10	1.13
102.20	1.13
102.30	1.14
102.40	1.15
102.50	1.16
102.60	1.17
102.70	1.17
102.80	1.16
102.90	1.14
103.00	1.11
103.10	1.05
103.20	0.99
103.30	0.90
103.40	0.80
103.50	0.69
103.60	0.56
103.70	0.42
103.80	0.28
103.90	0.13
104.00	-0.03
104.10	-0.18
104.20	-0.33
104.30	-0.48
104.40	-0.63
104.50	-0.77
104.60	-0.91
104.70	-1.04
104.80	-1.17
104.90	-1.29
105.00	-1.40
105.10	-1.50
105.20	-1.59
105.30	-1.68
105.40	-1.75
105.50	-1.81
105.60	-1.86
105.70	-1.90
105.80	-1.93
105.90	-1.95
106.00	-1.96
106.10	-1.96
106.20	-1.95
106.30	-1.94
106.40	-1.91
106.50	-1.89
106.60	-1.85
106.70	-1.81
106.80	-1.76
106.90	-1.69
107.00	-1.62
107.10	-1.53
107.20	-1.43
107.30	-1.31
107.40	-1.18
107.50	-1.03
107.60	-0.87
107.70	-0.70
107.80	-0.52
107.90	-0.34
108.00	-0.15
108.10	0.03
108.20	0.20
108.30	0.37
108.40	0.53
108.50	0.67
108.60	0.80
108.70	0.91
108.80	1.02
108.90	1.11
109.00	1.20
109.10	1.28
109.20	1.36
109.30	1.44
109.40	1.52
109.50	1.60
109.60	1.68
109.70	1.76
109.80	1.84
109.90	1.91
110.00	1.98
110.10	2.05
110.20	2.10
110.30	2.13
110.40	2.16
110.50	2.17
110.60	2.16
110.70	2.14
110.80	2.10
110.90	2.04
111.00	1.98
111.10	1.90
111.20	1.81
111.30	1.71
111.40	1.60
111.50	1.49
111.60	1.37
111.70	1.23
111.80	1.09
111.90	0.95
112.00	0.79
112.10	0.63
112.20	0.46
112.30	0.29
112.40	0.11
112.50	-0.07
112.60	-0.24
112.70	-0.40
112.80	-0.56
112.90	-0.71
113.00	-0.85
113.10	-0.97
113.20	-1.08
113.30	-1.17
113.40	-1.25
113.50	-1.33
113.60	-1.39
113.70	-1.45
113.80	-1.50
113.90	-1.56
114.00	-1.61
114.10	-1.66
114.20	-1.72
114.30	-1.77
114.40	-1.83
114.50	-1.88
114.60	-1.93
114.70	-1.98
114.80	-2.01
114.90	-2.03
115.00	-2.04
115.10	-2.03
115.20	-2.01
115.30	-1.97
115.40	-1.92
115.50	-1.84
115.60	-1.76
115.70	-1.66
115.80	-1.56
115.90	-1.45
116.00	-1.33
116.10	-1.21
116.20	-1.08
116.30	-0.96
116.40	-0.84
116.50	-0.72
116.60	-0.60
116.70	-0.49
116.80	-0.38
116.90	-0.28
117.00	-0.19
117.10	-0.10
117.20	-0.03
117.30	0.04
117.40	0.10
117.50	0.16
117.60	0.20
117.70	0.24
117.80	0.27
117.90	0.30
118.00	0.32
118.10	0.35
118.20	0.38
118.30	0.42
118.40	0.46
118.50	0.52
118.60	0.59
118.70	0.67
118.80	0.75
118.90	0.85
119.00	0.96
119.10	1.07
119.20	1.18
119.30	1.30
119.40	1.41
119.50	1.51
119.60	1.60
119.70	1.69
119.80	1.76
119.90	1.82
120.00	1.87
120.10	1.92
120.20	1.95
120.30	1.98
120.40	2.00
120.50	2.02
120.60	2.04
120.70	2.06
120.80	2.07
120.90	2.09
121.00	2.10
121.10	2.10
121.20	2.10
121.30	2.09
121.40	2.06
121.50	2.03
121.60	1.97
121.70	1.90
121.80	1.81
121.90	1.71
122.00	1.58
122.10	1.45
122.20	1.30
122.30	1.14
122.40	0.98
122.50	0.81
122.60	0.65
122.70	0.49
122.80	0.33
122.90	0.18
123.00	0.04
123.10	-0.09
123.20	-0.21
123.30	-0.32
123.40	-0.43
123.50	-0.52
123.60	-0.61
123.70	-0.70
123.80	-0.78
123.90	-0.87
124.00	-0.96
124.10	-1.05
124.20	-1.15
124.30	-1.26
124.40	-1.38
124.50	-1.50
124.60	-1.64
124.70	-1.79
124.80	-1.95
124.90	-2.11
125.00	-2.28
125.10	-2.45
125.20	-2.62
125.30	-2.79
125.40	-2.96
125.50	-3.11
125.60	-3.26
125.70	-3.38
125.80	-3.49
125.90	-3.57
126.00	-3.62
126.10	-3.64
126.20	-3.64
126.30	-3.59
126.40	-3.52
126.50	-3.41
126.60	-3.28
126.70	-3.11
126.80	-2.91
126.90	-2.69
127.00	-2.45
127.10	-2.20
127.20	-1.93
127.30	-1.66
127.40	-1.38
127.50	-1.10
127.60	-0.83
127.70	-0.57
127.80	-0.31
127.90	-0.07
128.00	0.16
128.10	0.38
128.20	0.59
128.30	0.79
128.40	0.98
128.50	1.16
128.60	1.34
128.70	1.50
128.80	1.67
128.90	1.82
129.00	1.98
129.10	2.12
129.20	2.26
129.30	2.40
129.40	2.52
129.50	2.63
129.60	2.73
129.70	2.81
129.80	2.88
129.90	2.93
130.00	2.96
130.10	2.98
130.20	2.97
130.30	2.95
130.40	2.92
130.50	2.87
130.60	2.81
130.70	2.74
130.80	2.66
130.90	2.58
131.00	2.49
131.10	2.41
131.20	2.32
131.30	2.23
131.40	2.14
131.50	2.05
131.60	1.96
131.70	1.87
131.80	1.78
131.90	1.68
132.00	1.58
132.10	1.47
132.20	1.36
132.30	1.24
132.40	1.11
132.50	0.98
132.60	0.84
132.70	0.69
132.80	0.55
132.90	0.39
133.00	0.24
133.10	0.08
133.20	-0.08
133.30	-0.23
133.40	-0.39
133.50	-0.54
133.60	-0.69
133.70	-0.83
133.80	-0.97
133.90	-1.11
134.00	-1.23
134.10	-1.36
134.20	-1.48
134.30	-1.59
134.40	-1.70
134.50	-1.80
134.60	-1.90
134.70	-1.99
134.80	-2.07
134.90	-2.14
135.00	-2.21
135.10	-2.26
135.20	-2.31
135.30	-2.34
135.40	-2.35
135.50	-2.35
135.60	-2.33
135.70	-2.29
135.80	-2.24
135.90	-2.17
136.00	-2.08
136.10	-1.97
136.20	-1.85
136.30	-1.72
136.40	-1.58
136.50	-1.43
136.60	-1.28
136.70	-1.13
136.80	-0.98
136.90	-0.84
137.00	-0.71
137.10	-0.58
137.20	-0.47
137.30	-0.37
137.40	-0.29
137.50	-0.21
137.60	-0.15
137.70	-0.10
137.80	-0.06
137.90	-0.03
138.00	-0.00
138.10	0.02
138.20	0.04
138.30	0.05
138.40	0.07
138.50	0.08
138.60	0.09
138.70	0.11
138.80	0.12
138.90	0.14
139.00	0.15
139.10	0.17
139.20	0.19
139.30	0.21
139.40	0.23
139.50	0.26
139.60	0.28
139.70	0.31
139.80	0.34
139.90	0.37
140.00	0.40
140.10	0.43
140.20	0.46
140.30	0.49
140.40	0.52
140.50	0.56
140.60	0.59
140.70	0.62
140.80	0.65
140.90	0.68
141.00	0.71
141.10	0.74
141.20	0.77
141.30	0.81
141.40	0.84
141.50	0.88
141.60	0.91
141.70	0.95
141.80	0.99
141.90	1.03
142.00	1.07
142.10	1.11
142.20	1.15
142.30	1.19
142.40	1.22
142.50	1.25
142.60	1.28
142.70	1.30
142.80	1.31
142.90	1.32
143.00	1.32
143.10	1.32
143.20	1.30
143.30	1.28
143.40	1.25
143.50	1.22
143.60	1.17
143.70	1.12
143.80	1.05
143.90	0.98
144.00	0.91
144.10	0.82
144.20	0.73
144.30	0.63
144.40	0.53
144.50	0.43
144.60	0.32
144.70	0.22
144.80	0.11
144.90	0.01
145.00	-0.09
145.10	-0.19
145.20	-0.29
145.30	-0.38
145.40	-0.47
145.50	-0.55
145.60	-0.63
145.70	-0.71
145.80	-0.79
145.90	-0.86
146.00	-0.94
146.10	-1.01
146.20	-1.08
146.30	-1.15
146.40	-1.23
146.50	-1.30
146.60	-1.37
146.70	-1.44
146.80	-1.51
146.90	-1.58
147.00	-1.64
147.10	-1.71
147.20	-1.77
147.30	-1.82
147.40	-1.87
147.50	-1.92
147.60	-1.95
147.70	-1.98
147.80	-1.99
147.90	-1.99
148.00	-1.97
148.10	-1.93
148.20	-1.88
148.30	-1.80
148.40	-1.70
148.50	-1.58
148.60	-1.44
148.70	-1.27
148.80	-1.09
148.90	-0.89
149.00	-0.68
149.10	-0.47
149.20	-0.25
149.30	-0.03
149.40	0.19
149.50	0.39
149.60	0.58
149.70	0.76
149.80	0.92
149.90	1.05
150.00	1.17
150.10	1.27
150.20	1.34
150.30	1.40
150.40	1.44
150.50	1.47
150.60	1.48
150.70	1.48
150.80	1.47
150.90	1.45
151.00	1.42
151.10	1.39
151.20	1.35
151.30	1.31
151.40	1.26
151.50	1.21
151.60	1.16
151.70	1.11
151.80	1.06
151.90	1.01
152.00	0.97
152.10	0.93
152.20	0.90
152.30	0.88
152.40	0.86
152.50	0.84
152.60	0.84
152.70	0.83
152.80	0.83
152.90	0.82
153.00	0.81
153.10	0.80
153.20	0.79
153.30	0.76
153.40	0.73
153.50	0.68
153.60	0.63
153.70	0.57
153.80	0.50
153.90	0.42
154.00	0.34
154.10	0.26
154.20	0.17
154.30	0.09
154.40	0.00
154.50	-0.08
154.60	-0.16
154.70	-0.23
154.80	-0.31
154.90	-0.38
155.00	-0.44
155.10	-0.51
155.20	-0.57
155.30	-0.63
155.40	-0.69
155.50	-0.75
155.60	-0.80
155.70	-0.86
155.80	-0.91
155.90	-0.96
156.00	-1.01
156.10	-1.06
156.20	-1.10
156.30	-1.14
156.40	-1.17
156.50	-1.20
156.60	-1.23
156.70	-1.25
156.80	-1.26
156.90	-1.27
157.00	-1.28
157.10	-1.27
157.20	-1.26
157.30	-1.24
157.40	-1.21
157.50	-1.16
157.60	-1.11
157.70	-1.05
157.80	-0.99
157.90	-0.91
158.00	-0.83
158.10	-0.74
158.20	-0.64
158.30	-0.55
158.40	-0.45
158.50	-0.35
158.60	-0.25
158.70	-0.15
158.80	-0.05
158.90	0.05
159.00	0.15
159.10	0.26
159.20	0.37
159.30	0.48
159.40	0.60
159.50	0.72
159.60	0.84
159.70	0.95
159.80	1.07
159.90	1.18
160.00	1.27
160.10	1.35
160.20	1.42
160.30	1.46
160.40	1.48
160.50	1.47
160.60	1.44
160.70	1.38
160.80	1.30
160.90	1.19
161.00	1.07
161.10	0.94
161.20	0.80
161.30	0.66
161.40	0.52
161.50	0.38
161.60	0.26
161.70	0.15
161.80	0.05
161.90	-0.03
162.00	-0.09
162.10	-0.15
162.20	-0.18
162.30	-0.21
162.40	-0.23
162.50	-0.24
162.60	-0.24
162.70	-0.24
162.80	-0.23
162.90	-0.22
163.00	-0.20
163.10	-0.18
163.20	-0.16
163.30	-0.14
163.40	-0.11
163.50	-0.09
163.60	-0.07
163.70	-0.06
163.80	-0.05
163.90	-0.05
164.00	-0.06
164.10	-0.09
164.20	-0.12
164.30	-0.17
164.40	-0.23
164.50	-0.30
164.60	-0.38
164.70	-0.46
164.80	-0.55
164.90	-0.62
165.00	-0.69
165.10	-0.75
165.20	-0.80
165.30	-0.83
165.40	-0.84
165.50	-0.84
165.60	-0.82
165.70	-0.79
165.80	-0.75
165.90	-0.69
166.00	-0.63
166.10	-0.57
166.20	-0.50
166.30	-0.44
166.40	-0.37
166.50	-0.31
166.60	-0.25
166.70	-0.19
166.80	-0.13
166.90	-0.06
167.00	0.00
167.10	0.07
167.20	0.15
167.30	0.23
167.40	0.31
167.50	0.39
167.60	0.47
167.70	0.55
167.80	0.63
167.90	0.69
168.00	0.74
168.10	0.79
168.20	0.81
168.30	0.83
168.40	0.83
168.50	0.81
168.60	0.79
168.70	0.76
168.80	0.72
168.90	0.68
169.00	0.63
169.10	0.59
169.20	0.55
169.30	0.52
169.40	0.49
169.50	0.46
169.60	0.44
169.70	0.42
169.80	0.40
169.90	0.39
170.00	0.37
170.10	0.35
170.20	0.32
170.30	0.30
170.40	0.27
170.50	0.25
170.60	0.22
170.70	0.19
170.80	0.17
170.90	0.15
171.00	0.13
171.10	0.12
171.20	0.11
171.30	0.11
171.40	0.11
171.50	0.10
171.60	0.10
171.70	0.09
171.80	0.07
171.90	0.05
172.00	0.02
172.10	-0.02
172.20	-0.07
172.30	-0.12
172.40	-0.19
172.50	-0.27
172.60	-0.35
172.70	-0.43
172.80	-0.52
172.90	-0.60
173.00	-0.69
173.10	-0.77
173.20	-0.84
173.30	-0.91
173.40	-0.97
173.50	-1.02
173.60	-1.06
173.70	-1.09
173.80	-1.12
173.90	-1.13
174.00	-1.15
174.10	-1.15
174.20	-1.15
174.30	-1.15
174.40	-1.13
174.50	-1.12
174.60	-1.09
174.70	-1.06
174.80	-1.03
174.90	-0.98
175.00	-0.93
175.10	-0.86
175.20	-0.79
175.30	-0.70
175.40	-0.61
175.50	-0.51
175.60	-0.39
175.70	-0.28
175.80	-0.16
175.90	-0.03
176.00	0.09
176.10	0.21
176.20	0.33
176.30	0.44
176.40	0.54
176.50	0.63
176.60	0.71
176.70	0.78
176.80	0.84
176.90	0.89
177.00	0.93
177.10	0.97
177.20	1.00
177.30	1.02
177.40	1.05
177.50	1.07
177.60	1.09
177.70	1.11
177.80	1.13
177.90	1.15
178.00	1.16
178.10	1.16
178.20	1.16
178.30	1.15
178.40	1.13
178.50	1.10
178.60	1.06
178.70	1.01
178.80	0.95
178.90	0.88
179.00	0.81
179.10	0.73
179.20	0.65
179.30	0.58
179.40	0.50
179.50	0.44
179.60	0.37
179.70	0.32
179.80	0.26
179.90	0.22
180.00	0.18
180.10	0.14
180.20	0.10
180.30	0.07
180.40	0.03
180.50	-0.01
180.60	-0.06
180.70	-0.11
180.80	-0.16
180.90	-0.22
181.00	-0.28
181.10	-0.34
181.20	-0.41
181.30	-0.47
181.40	-0.54
181.50	-0.60
181.60	-0.66
181.70	-0.72
181.80	-0.78
181.90	-0.84
182.00	-0.89
182.10	-0.94
182.20	-0.99
182.30	-1.04
182.40	-1.08
182.50	-1.12
182.60	-1.15
182.70	-1.17
182.80	-1.19
182.90	-1.20
183.00	-1.19
183.10	-1.18
183.20	-1.15
183.30	-1.11
183.40	-1.06
183.50	-1.00
183.60	-0.93
183.70	-0.85
183.80	-0.77
183.90	-0.68
184.00	-0.59
184.10	-0.50
184.20	-0.40
184.30	-0.31
184.40	-0.22
184.50	-0.12
184.60	-0.03
184.70	0.07
184.80	0.17
184.90	0.27
185.00	0.37
185.10	0.47
185.20	0.58
185.30	0.68
185.40	0.77
185.50	0.87
185.60	0.95
185.70	1.03
185.80	1.09
185.90	1.14
186.00	1.18
186.10	1.20
186.20	1.21
186.30	1.20
186.40	1.18
186.50	1.15
186.60	1.10
186.70	1.05
186.80	0.99
186.90	0.93
187.00	0.87
187.10	0.80
187.20	0.73
187.30	0.66
187.40	0.58
187.50	0.51
187.60	0.44
187.70	0.36
187.80	0.29
187.90	0.22
188.00	0.15
188.10	0.09
188.20	0.03
188.30	-0.02
188.40	-0.07
188.50	-0.11
188.60	-0.14
188.70	-0.16
188.80	-0.17
188.90	-0.17
189.00	-0.17
189.10	-0.17
189.20	-0.16
189.30	-0.16
189.40	-0.15
189.50	-0.15
189.60	-0.16
189.70	-0.17
189.80	-0.19
189.90	-0.21
190.00	-0.24
190.10	-0.27
190.20	-0.31
190.30	-0.35
190.40	-0.39
190.50	-0.43
190.60	-0.47
190.70	-0.51
190.80	-0.56
190.90	-0.61
191.00	-0.66
191.10	-0.72
191.20	-0.78
191.30	-0.86
191.40	-0.94
191.50	-1.02
191.60	-1.11
191.70	-1.19
191.80	-1.27
191.90	-1.34
192.00	-1.40
192.10	-1.44
192.20	-1.45
192.30	-1.43
192.40	-1.38
192.50	-1.30
192.60	-1.19
192.70	-1.04
192.80	-0.88
192.90	-0.69
193.00	-0.49
193.10	-0.29
193.20	-0.08
193.30	0.12
193.40	0.31
193.50	0.48
193.60	0.63
193.70	0.75
193.80	0.85
193.90	0.94
194.00	1.00
194.10	1.04
194.20	1.07
194.30	1.09
194.40	1.10
194.50	1.11
194.60	1.12
194.70	1.12
194.80	1.13
194.90	1.14
195.00	1.14
195.10	1.14
195.20	1.14
195.30	1.12
195.40	1.10
195.50	1.07
195.60	1.04
195.70	0.99
195.80	0.93
195.90	0.87
196.00	0.81
196.10	0.75
196.20	0.69
196.30	0.64
196.40	0.60
196.50	0.56
196.60	0.53
196.70	0.52
196.80	0.51
196.90	0.50
197.00	0.51
197.10	0.51
197.20	0.51
197.30	0.51
197.40	0.50
197.50	0.48
197.60	0.45
197.70	0.40
197.80	0.35
197.90	0.28
198.00	0.20
198.10	0.12
198.20	0.02
198.30	-0.09
198.40	-0.20
198.50	-0.31
198.60	-0.43
198.70	-0.55
198.80	-0.67
198.90	-0.79
199.00	-0.91
199.10	-1.02
199.20	-1.12
199.30	-1.22
199.40	-1.31
199.50	-1.39
199.60	-1.45
199.70	-1.50
199.80	-1.54
199.90	-1.56
200.00	-1.56
200.10	-1.55
200.20	-1.52
200.30	-1.48
200.40	-1.42
200.50	-1.35
200.60	-1.27
200.70	-1.19
200.80	-1.10
200.90	-1.01
201.00	-0.92
201.10	-0.83
201.20	-0.74
201.30	-0.65
201.40	-0.57
201.50	-0.49
201.60	-0.42
201.70	-0.35
201.80	-0.28
201.90	-0.21
202.00	-0.15
202.10	-0.10
202.20	-0.04
202.30	0.01
202.40	0.05
202.50	0.09
202.60	0.13
202.70	0.16
202.80	0.19
202.90	0.21
203.00	0.23
203.10	0.25
203.20	0.28
203.30	0.31
203.40	0.34
203.50	0.39
203.60	0.44
203.70	0.51
203.80	0.59
203.90	0.68
204.00	0.78
204.10	0.90
204.20	1.02
204.30	1.14
